id_jogo,nome,data_lancamento,desenvolvedor,publicadora,generos,categorias,plataformas,preco,moeda,jogadores_atuais
2186680,"Warhammer 40,000: Rogue Trader","7 Dec, 2023",Owlcat Games,Owlcat Games,"Adventure, Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing","windows, mac",124.99,BRL,
204360,Castle Crashers®,"26 Sep, 2012",The Behemoth,The Behemoth,"Action, Adventure, Casual, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","windows, mac",24.99,BRL,
72850,The Elder Scrolls V: Skyrim,"10 Nov, 2011",Bethesda Game Studios,Bethesda Softworks,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing",windows,39.99,BRL,
489830,The Elder Scrolls V: Skyrim Special Edition,"27 Oct, 2016",Bethesda Game Studios,Bethesda Softworks,RPG,"Single-player, Steam Achievements, Playable without Timed Input, Save Anytime, Stereo Sound, Surround Sound, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",windows,149.0,BRL,
301520,Robocraft,"24 Aug, 2017",Freejam,Freejam,"Action, Indie, Massively Multiplayer, RPG, Simulation, Free To Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Family Sharing","windows, mac, linux",0.0,FREE,
22380,Fallout: New Vegas,"21 Oct, 2010",Obsidian Entertainment,Bethesda Softworks,"Action, RPG","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Family Sharing",windows,8.99,GBP,
582660,Black Desert,"15 Nov, 2017",Pearl Abyss,Pearl Abyss,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, In-App Purchases, Partial Controller Support",windows,17.46,BRL,
2183900,"Warhammer 40,000: Space Marine 2","Sep 9, 2024",Saber Interactive,Focus Entertainment,"Action, Adventure, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",windows,59.99,USD,
306130,The Elder Scrolls® Online,"22 May, 2017",ZeniMax Online Studios,Bethesda Softworks,"Action, Adventure, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, Captions available, In-App Purchases, Camera Comfort, Custom Volume Controls, Playable without Timed Input, Stereo Sound, Surround Sound, Partial Controller Support, HDR available, Family Sharing","windows, mac",61.5,BRL,
1794680,Vampire Survivors,"20 Oct, 2022",poncle,poncle,"Action, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","windows, mac",12.99,BRL,
363970,Clicker Heroes,"13 May, 2015",Playsaurus,Playsaurus,"Adventure, Casual, Indie, RPG, Simulation, Strategy, Free To Play","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats","windows, mac",0.0,FREE,
1286830,STAR WARS™: The Old Republic™,"21 Jul, 2020",Broadsword,Electronic Arts,"Massively Multiplayer, RPG, Free To Play","Multi-player, MMO, PvP, Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases",windows,0.0,FREE,
1145360,Hades,"17 Sep, 2020",Supergiant Games,Supergiant Games,"Action, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","windows, mac",32.5,CAD,
391540,Undertale,"15 Sep, 2015",tobyfox,tobyfox,"Indie, RPG","Single-player, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Family Sharing","windows, mac, linux",19.99,BRL,
109600,Neverwinter,"Dec 5, 2013",Cryptic Studios,Arc Games,"Action, Adventure, Massively Multiplayer, RPG, Free To Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, In-App Purchases, Includes level editor",windows,0.0,FREE,
435150,Divinity: Original Sin 2 - Definitive Edition,"14 Sep, 2017",Larian Studios,Larian Studios,"Adventure, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","windows, mac",90.99,BRL,
534380,Dying Light 2 Stay Human: Reloaded Edition,"3 Feb, 2022",Techland,Techland,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",windows,82.17,BRL,
766570,Russian Fishing 4,"10 Nov, 2021",FishSoft LLC,FishSoft LLC,"Adventure, Casual, Massively Multiplayer, RPG, Simulation, Sports, Free To Play","Single-player, Multi-player, MMO, PvP, Online PvP, Steam Achievements, In-App Purchases, Stats",windows,0.0,FREE,
555570,Infestation: The New Z,"22 Nov, 2016",Fredaikis AB,OP Productions LLC,"Action, Indie, Massively Multiplayer, RPG, Free To Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases",windows,0.0,FREE,
365590,Tom Clancy’s The Division™,"7 Mar, 2016",Massive Entertainment,Ubisoft,"Action, Adventure, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, In-App Purchases",windows,89.99,BRL,
