id_jogo,nome,data_lancamento,desenvolvedor,publicadora,generos,categorias,plataformas,preco,moeda,jogadores_atuais
766570,Russian Fishing 4,2021-11-10,FishSoft LLC,FishSoft LLC,"Adventure, Casual, Massively Multiplayer, RPG, Simulation, Sports, Free To Play","Single-player, Multi-player, MMO, PvP, Online PvP, Steam Achievements, In-App Purchases, Stats",windows,0.0,FREE,
2669320,EA SPORTS FC™ 25,2024-09-26,EA Canada,Electronic Arts,"Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases, Adjustable Difficulty, Keyboard Only Option, Stereo Sound, Remote Play Together, HDR available",windows,299.0,BRL,
518790,theHunter: Call of the Wild™,2017-02-16,Expansive Worlds,Avalanche Studios,"Adventure, Simulation, Sports","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Family Sharing",windows,59.99,BRL,
1222680,Need for Speed™ Heat,2020-06-04,Ghost Games,Electronic Arts,"Action, Adventure, Racing, Sports","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play on Tablet, HDR available",windows,279.0,BRL,
1506830,FIFA 22,2021-10-01,EA Canada & EA Romania,Electronic Arts,"Simulation, Sports","Single-player, Multi-player, MMO, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, In-App Purchases, Partial Controller Support",windows,0.0,FREE,
460920,Steep™,2016-12-02,Ubisoft Annecy,Ubisoft,"Action, Sports","Single-player, Multi-player, PvP, Online PvP, Steam Trading Cards, In-App Purchases, Partial Controller Support, Family Sharing",windows,29.99,USD,
578080,PUBG: BATTLEGROUNDS,2017-12-21,PUBG Corporation,"KRAFTON, Inc.","Action, Adventure, Massively Multiplayer, Free To Play","Multi-player, PvP, Online PvP, Stats, Remote Play on Phone, Remote Play on Tablet",windows,0.0,FREE,
1623730,Palworld,2024-01-18,Pocketpair,Pocketpair,"Action, Adventure, Indie, RPG, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",windows,32000.0,KRW,
1063730,New World: Aeternum,2021-09-28,Amazon Games,Amazon Games,"Action, Adventure, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support",windows,327.89,BRL,
2358720,Black Myth: Wukong,2024-08-19,Game Science,Game Science,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Playable without Timed Input, Stereo Sound, Surround Sound, Steam Cloud, Family Sharing",windows,229.99,BRL,
271590,Grand Theft Auto V Legacy,2015-04-13,Rockstar North,Rockstar Games,"Action, Adventure","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",windows,0.0,FREE,
304930,Unturned,2017-07-07,Smartly Dressed Games,Smartly Dressed Games,"Action, Adventure, Casual, Indie, Free To Play","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Stereo Sound, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes level editor, Remote Play on Tablet","windows, mac, linux",0.0,FREE,
1599340,Lost Ark,2022-02-11,Smilegate RPG,Amazon Games,"Action, Adventure, Massively Multiplayer, RPG, Free To Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support",windows,0.0,FREE,
2246340,Monster Hunter Wilds,2025-02-27,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, HDR available, Family Sharing",windows,279.0,BRL,
105600,Terraria,2011-05-16,Re-Logic,Re-Logic,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","windows, mac, linux",32.99,BRL,
2694490,Path of Exile 2,2024-12-06,Grinding Gear Games,Grinding Gear Games,"Action, Adventure, Massively Multiplayer, RPG, Early Access","Single-player, Multi-player, MMO, Co-op, Online Co-op, Full controller support, HDR available",windows,41.92,CAD,
1086940,Baldur's Gate 3,2023-08-03,Larian Studios,Larian Studios,"Adventure, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Save Anytime, Stereo Sound, Subtitle Options, Surround Sound, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing","windows, mac",79.99,CAD,
1085660,Destiny 2,2019-10-01,Bungie,Bungie,"Action, Adventure, Free To Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support",windows,0.0,FREE,
238960,Path of Exile,2013-10-23,Grinding Gear Games,Grinding Gear Games,"Action, Adventure, Indie, Massively Multiplayer, RPG, Free To Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Remote Play on Tablet","windows, mac",0.0,FREE,
901583,Grand Theft Auto IV: Complete Edition,,Rockstar North,Rockstar Games,"Action, Adventure","Single-player, Multi-player, Partial Controller Support",windows,0.0,FREE,
899770,Last Epoch,2024-02-21,Eleventh Hour Games,Eleventh Hour Games,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, In-App Purchases, Steam Cloud",windows,99.99,BRL,
990080,Hogwarts Legacy,2023-02-10,Avalanche Software,Warner Bros. Games,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, HDR available, Family Sharing",windows,249.99,BRL,
438100,VRChat,2017-02-01,VRChat Inc.,VRChat Inc.,"Adventure, Casual, Massively Multiplayer, Simulation, Sports, Free To Play, Early Access","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Full controller support, Tracked Controller Support, VR Supported, In-App Purchases",windows,0.0,FREE,
892970,Valheim,2021-02-02,Iron Gate AB,Coffee Stain Publishing,"Action, Adventure, Indie, RPG, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Cloud, Remote Play on Tablet, Family Sharing","windows, mac, linux",26.99,CAD,
444090,Paladins®,2018-05-08,Evil Mojo Games,Hi-Rez Studios,"Action, Adventure, Massively Multiplayer, Strategy, Free To Play","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Remote Play on Phone, Remote Play on Tablet",windows,0.0,FREE,
1203220,NARAKA: BLADEPOINT,2021-08-11,24 Entertainment,NetEase Games Global,"Action, Adventure, Massively Multiplayer","Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, HDR available",windows,0.0,FREE,
1966720,Lethal Company,2023-10-23,Zeekerss,Zeekerss,"Action, Adventure, Indie, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Partial Controller Support, Family Sharing",windows,32.99,BRL,
1174180,Red Dead Redemption 2,2019-12-05,Rockstar Games,Rockstar Games,"Action, Adventure","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet",windows,73000.0,KRW,
1517290,Battlefield™ 2042,2021-11-19,DICE,Electronic Arts,"Action, Adventure, Casual","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Color Alternatives, Custom Volume Controls, Stereo Sound, Surround Sound, HDR available",windows,249.0,BRL,
648800,Raft,2022-06-20,Redbeet Interactive,Axolot Games,"Adventure, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",windows,19.99,USD,
386360,SMITE®,2015-09-08,Titan Forge Games,Hi-Rez Studios,"Action, Adventure, Casual, Massively Multiplayer, RPG, Strategy, Free To Play","Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases",windows,0.0,FREE,
1222670,The Sims™ 4,2020-06-18,Maxis,Electronic Arts,"Adventure, Casual, Simulation, Free To Play","Single-player, Steam Trading Cards, Mouse Only Option, Playable without Timed Input, Save Anytime, Stereo Sound, Surround Sound, Remote Play on Tablet",windows,0.0,FREE,
322330,Don't Starve Together,2016-04-21,Klei Entertainment,Klei Entertainment,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","windows, mac, linux",5.09,USD,
477160,Human Fall Flat,2016-07-22,No Brakes Games,Curve Games,"Adventure, Casual, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Color Alternatives, Custom Volume Controls, Keyboard Only Option, Playable without Timed Input, Stereo Sound, Surround Sound, Steam Cloud, Stats, Remote Play on TV, Remote Play Together, Family Sharing","windows, mac",11.39,BRL,
251570,7 Days to Die,2024-07-25,The Fun Pimps,The Fun Pimps Entertainment LLC,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Includes level editor, Remote Play on Tablet, Remote Play on TV, Family Sharing","windows, mac, linux",121.99,BRL,
433850,Z1 Battle Royale,2018-02-28,Daybreak Game Company,Daybreak Game Company,"Action, Adventure, Free To Play, Massively Multiplayer","Multi-player, PvP, Online PvP, In-App Purchases",windows,0.0,FREE,
814380,Sekiro™: Shadows Die Twice - GOTY Edition,2019-03-21,"FromSoftware, Inc.",Activision (Excluding Japan and Asia),"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing",windows,4997.0,INR,
1116170,CyberCorp,2025-04-22,Megame LLC,Megame LLC,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Camera Comfort, Custom Volume Controls, Playable without Timed Input, Stereo Sound, Partial Controller Support, Steam Cloud, Family Sharing",windows,37.59,BRL,
1326470,Sons Of The Forest,2024-02-22,Endnight Games Ltd,Newnight ,"Action, Adventure, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",windows,88.99,BRL,
219990,Grim Dawn,2016-02-25,Crate Entertainment,Crate Entertainment,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing",windows,73.99,BRL,
304050,Trove,2015-07-09,gamigo US Inc.,gamigo US Inc.,"Action, Adventure, Casual, Massively Multiplayer, RPG, Free To Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Adjustable Text Size, Custom Volume Controls, Playable without Timed Input, Save Anytime, Partial Controller Support",windows,0.0,FREE,
532210,Life is Strange 2,2018-09-26,DONTNOD Entertainment,Square Enix,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","windows, mac, linux",0.0,FREE,
2186680,"Warhammer 40,000: Rogue Trader",2023-12-07,Owlcat Games,Owlcat Games,"Adventure, Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing","windows, mac",124.99,BRL,
221100,DayZ,2018-12-13,Bohemia Interactive,Bohemia Interactive,"Action, Adventure, Massively Multiplayer","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled",windows,149.99,BRL,
526870,Satisfactory,2024-09-10,Coffee Stain Studios,Coffee Stain Publishing,"Adventure, Indie, Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Save Anytime, Stereo Sound, Surround Sound, Partial Controller Support, Steam Cloud, Remote Play on Tablet, Family Sharing",windows,107.99,BRL,
204360,Castle Crashers®,2012-09-26,The Behemoth,The Behemoth,"Action, Adventure, Casual, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","windows, mac",24.99,BRL,
203160,Tomb Raider,2013-03-04,Crystal Dynamics,Crystal Dynamics,"Action, Adventure","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","windows, mac",9.37,BRL,
275850,No Man's Sky,2016-08-12,Hello Games,Hello Games,"Action, Adventure","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Remote Play on TV, HDR available, Family Sharing","windows, mac",162.0,BRL,
367520,Hollow Knight,2017-02-24,Team Cherry,Team Cherry,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","windows, mac, linux",12.79,GBP,
2050650,Resident Evil 4,2023-03-23,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, HDR available, Family Sharing",windows,69.5,BRL,
278360,A Story About My Uncle,2014-05-28,Gone North Games,Coffee Stain Publishing,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","windows, mac, linux",55.79,BRL,
264710,Subnautica,2018-01-23,Unknown Worlds Entertainment,Unknown Worlds Entertainment,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, VR Supported, Steam Trading Cards, VR Support, Steam Cloud, Remote Play on TV, Family Sharing","windows, mac",83.41,BRL,
370910,Kathy Rain,2016-05-05,Clifftop Games,Raw Fury,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","windows, mac",32.99,BRL,
275390,Guacamelee! Super Turbo Championship Edition,2014-08-21,DrinkBox Studios,DrinkBox Studios,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",windows,19.49,CAD,
2881650,Content Warning,2024-04-01,Wilnyl,Landfall,"Action, Adventure, Indie","Multi-player, Co-op, Online Co-op, Partial Controller Support, Steam Cloud, Family Sharing",windows,26.49,BRL,
311210,Call of Duty®: Black Ops III,2015-11-05,Treyarch,Activision,"Action, Adventure","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Valve Anti-Cheat enabled, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","windows, mac",59.99,USD,
236390,War Thunder,2013-08-15,Gaijin Entertainment,Gaijin Network Ltd,"Action, Massively Multiplayer, Simulation, Free To Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, VR Supported, In-App Purchases, Remote Play on Phone, Remote Play on Tablet","windows, mac, linux",0.0,FREE,
4000,Garry's Mod,2006-11-29,Facepunch Studios,Valve,"Casual, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor, Includes Source SDK, Remote Play on Tablet, Family Sharing","windows, mac, linux",5.79,USD,
552990,World of Warships,2017-11-15,Wargaming Group Limited,Wargaming Group Limited,"Action, Massively Multiplayer, Simulation, Strategy, Free To Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud",windows,0.0,FREE,
413150,Stardew Valley,2016-02-26,ConcernedApe,ConcernedApe,"Indie, RPG, Simulation","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing","windows, mac, linux",14.99,USD,
242760,The Forest,2018-04-30,Endnight Games Ltd,Endnight Games Ltd,"Action, Adventure, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Tracked Controller Support, VR Supported, Partial Controller Support, Steam Cloud, Family Sharing",windows,16.79,EUR,
1491000,War Robots: Frontiers,2025-03-04,MY.GAMES,MY.GAMES,"Action, Simulation, Free To Play","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Full controller support, In-App Purchases, Camera Comfort, Color Alternatives, Custom Volume Controls, Stereo Sound, Surround Sound",windows,0.0,FREE,
438100,VRChat,2017-02-01,VRChat Inc.,VRChat Inc.,"Adventure, Casual, Massively Multiplayer, Simulation, Sports, Free To Play, Early Access","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Full controller support, Tracked Controller Support, VR Supported, In-App Purchases",windows,0.0,FREE,
227300,Euro Truck Simulator 2,2012-10-12,SCS Software,SCS Software,"Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing","windows, mac, linux",24800.0,KRW,
108600,Project Zomboid,2013-11-08,The Indie Stone,The Indie Stone,"Indie, RPG, Simulation, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, Partial Controller Support, Remote Play Together, Family Sharing","windows, mac, linux",59.99,BRL,
648800,Raft,2022-06-20,Redbeet Interactive,Axolot Games,"Adventure, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",windows,36.99,BRL,
444200,World of Tanks Blitz,2016-11-09,Wargaming Group Limited,Wargaming Group Limited,"Action, Massively Multiplayer, Simulation, Strategy, Free To Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases","windows, mac",0.0,FREE,
3164500,Schedule I,2025-03-24,TVGS,TVGS,"Action, Indie, Simulation, Strategy, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Adjustable Text Size, Camera Comfort, Custom Volume Controls, Save Anytime, Stereo Sound, Steam Cloud, Family Sharing",windows,59.99,BRL,
1222670,The Sims™ 4,2020-06-18,Maxis,Electronic Arts,"Adventure, Casual, Simulation, Free To Play","Single-player, Steam Trading Cards, Mouse Only Option, Playable without Timed Input, Save Anytime, Stereo Sound, Surround Sound, Remote Play on Tablet",windows,0.0,FREE,
322330,Don't Starve Together,2016-04-21,Klei Entertainment,Klei Entertainment,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","windows, mac, linux",9.51,BRL,
477160,Human Fall Flat,2016-07-22,No Brakes Games,Curve Games,"Adventure, Casual, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Color Alternatives, Custom Volume Controls, Keyboard Only Option, Playable without Timed Input, Stereo Sound, Surround Sound, Steam Cloud, Stats, Remote Play on TV, Remote Play Together, Family Sharing","windows, mac",11.39,BRL,
251570,7 Days to Die,2024-07-25,The Fun Pimps,The Fun Pimps Entertainment LLC,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Includes level editor, Remote Play on Tablet, Remote Play on TV, Family Sharing","windows, mac, linux",121.99,BRL,
1665460,eFootball™,2021-09-29,KONAMI,KONAMI,"Simulation, Sports, Free To Play","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, In-App Purchases, Partial Controller Support",windows,0.0,FREE,
417910,Street Warriors Online,2016-12-16,Crazy Rocks Studios,Crazy Rocks Studios,"Action, Massively Multiplayer, Simulation, Sports","Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Stats, Family Sharing",windows,4.29,BRL,
107410,Arma 3,2013-09-12,Bohemia Interactive,Bohemia Interactive,"Action, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Leaderboards, Includes level editor","windows, mac",15.99,BRL,
1326470,Sons Of The Forest,2024-02-22,Endnight Games Ltd,Newnight ,"Action, Adventure, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",windows,88.99,BRL,
255710,Cities: Skylines,2015-03-10,Colossal Order Ltd.,Paradox Interactive,"Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Tablet, Family Sharing","windows, mac, linux",29.99,USD,
261550,Mount & Blade II: Bannerlord,2022-10-25,TaleWorlds Entertainment,TaleWorlds Entertainment,"Action, Indie, RPG, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor, Remote Play on Tablet, Family Sharing",windows,199.99,BRL,
